manufacture,product_image,product_name,product_price,product_type
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900406/similia_dilution_ipecacuanha_30_liquid_30_ml_0_0.jpg,Similia Dilution Ipecacuanha 30 Liquid 30 ml,Rs. 85.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900401/similia_mother_tincture_nux_vomica_liquid_30_ml_0_0.jpg,Similia Mother Tincture Nux Vomica Liquid 30 ml,Rs. 100.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900400/similia_mother_tincture_nux_mosch_liquid_30_ml_0_0.jpg,Similia Mother Tincture Nux Mosch. Liquid 30 ml,Rs. 100.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900403/similia_dilution_hypericum_perf_30_liquid_30_ml_0_0.jpg,Similia Dilution Hypericum Perf. 30 Liquid 30 ml,Rs. 85.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834866/hamdard_iksir_shifa_20_s_0.jpg,Hamdard Iksir Shifa 20's,Rs. 28.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834892/hamdard_habbe_kabid_naushadri_100_s_0.jpg,Hamdard Habbe Kabid Naushadri 100's,Rs. 65.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900428/similia_trituration_ars_sulph_flav_6x_tablet_25_gm_0_0.jpg,Similia Trituration Ars.Sulph Flav 6X Tablet 25 gm,Rs. 170.00,Ayush
Mfr: Dabur India Ltd,https://www.netmeds.com/images/product-v1/150x150/113984/dabur_vasasava_syrup_450_ml_0.jpg,Dabur Vasasava Syrup 450 ml,Rs. 104.50,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834893/hamdard_habbe_jawahar_10_s_0.jpg,Hamdard Habbe Jawahar 10's,Rs. 125.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900431/similia_trituration_aurum_met_6x_tablet_450_gm_0_0.jpg,Similia Trituration Aurum Met 6X Tablet 450 gm,"Rs. 2,050.00",Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834894/hamdard_habbe_jalinoos_20_s_0.jpg,Hamdard Habbe Jalinoos 20's,Rs. 36.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900430/similia_trituration_aurum_met_6x_tablet_25_gm_0_0.jpg,Similia Trituration Aurum Met 6X Tablet 25 gm,Rs. 320.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834895/hamdard_habbe_jadwar_20_s_0.jpg,Hamdard Habbe Jadwar 20's,Rs. 92.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900425/similia_trituration_arsenic_iod_6x_tablet_450_gm_0_0.jpg,Similia Trituration Arsenic Iod 6X Tablet 450 gm,Rs. 815.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834888/hamdard_habbe_mudir_15_s_0.jpg,Hamdard Habbe Mudir 15's,Rs. 43.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900424/similia_trituration_arsenic_iod_6x_tablet_25_gm_0_0.jpg,Similia Trituration Arsenic Iod 6X Tablet 25 gm,Rs. 170.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834889/hamdard_habbe_marwareed_20_s_0.jpg,Hamdard Habbe Marwareed 20's,Rs. 38.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900427/similia_trituration_ars_sulph_flav_3x_tablet_450_gm_0_0.jpg,Similia Trituration Ars.Sulph Flav 3X Tablet 450 gm,Rs. 815.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900426/similia_trituration_ars_sulph_flav_3x_tablet_25_gm_0_0.jpg,Similia Trituration Ars.Sulph Flav 3X Tablet 25 gm,Rs. 170.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900421/similia_trituration_antim_ars_3x_tablet_450_gm_0_0.jpg,Similia Trituration Antim Ars. 3X Tablet 450 gm,Rs. 645.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834884/hamdard_habub_muqawwi_meda_100_s_0.jpg,Hamdard Habub Muqawwi Meda 100's,Rs. 86.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900420/similia_trituration_antim_ars_3x_tablet_25_gm_0_0.jpg,Similia Trituration Antim Ars. 3X Tablet 25 gm,Rs. 125.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900423/similia_trituration_arsenic_iod_3x_tablet_450_gm_0_0.jpg,Similia Trituration Arsenic Iod 3X Tablet 450 gm,Rs. 815.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900417/similia_dilution_rhus_tox_30_liquid_30_ml_0_0.jpg,Similia Dilution Rhus Tox 30 Liquid 30 ml,Rs. 85.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834880/hamdard_habbe_nishat_16_s_0.jpg,Hamdard Habbe Nishat 16's,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900416/similia_dilution_pulsatilla_nig_30_liquid_30_ml_0_0.jpg,Similia Dilution Pulsatilla Nig. 30 Liquid 30 ml,Rs. 85.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900419/similia_trituration_antipyrin_6x_tablet_450_gm_0_0.jpg,Similia Trituration Antipyrin 6X Tablet 450 gm,Rs. 750.00,Ayush
Mfr: Patanjali Ayurved Ltd,https://www.netmeds.com/images/product-v1/150x150/802114/patanjali_saundarya_body_lotion_400_ml_0.jpg,Patanjali Saundarya Body Lotion 400 ml,Rs. 350.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834882/hamdard_habbe_musaffi_khoon_100_s_0.jpg,Hamdard Habbe Musaffi Khoon 100's,Rs. 40.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900418/similia_trituration_antipyrin_6x_tablet_25_gm_0_0.jpg,Similia Trituration Antipyrin 6X Tablet 25 gm,Rs. 140.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834883/hamdard_habbe_muqil_50_s_0.jpg,Hamdard Habbe Muqil 50's,Rs. 26.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900445/similia_mother_tincture_rumex_c_liquid_30_ml_0_0.jpg,Similia Mother Tincture Rumex C. Liquid 30 ml,Rs. 100.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900444/similia_mother_tincture_rhus_tox_liquid_30_ml_0_0.jpg,Similia Mother Tincture Rhus Tox Liquid 30 ml,Rs. 160.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900447/similia_mother_tincture_sabadilla_liquid_30_ml_0_0.jpg,Similia Mother Tincture Sabadilla Liquid 30 ml,Rs. 160.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900446/similia_mother_tincture_ruta_g_liquid_30_ml_0_0.jpg,Similia Mother Tincture Ruta G Liquid 30 ml,Rs. 100.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834911/hamdard_dawaul_misk_motadil_sada_125_gm_0.jpg,Hamdard Dawaul Misk Motadil Sada 125 gm,Rs. 107.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900441/similia_mother_tincture_ratanhia_liquid_30_ml_0_0.jpg,Similia Mother Tincture Ratanhia Liquid 30 ml,Rs. 135.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834904/hamdard_gentole_10_ml_0.jpg,Hamdard Gentole 10 ml,Rs. 58.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900440/similia_trituration_thyroidinum_3x_tablet_25_gm_0_0.jpg,Similia Trituration Thyroidinum 3X Tablet 25 gm,Rs. 170.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834905/hamdard_dynamol_oil_tila_10_ml_0.jpg,Hamdard Dynamol Oil Tila 10 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900443/similia_mother_tincture_rhododendron_off_liquid_30_ml_0_0.jpg,Similia Mother Tincture Rhododendron Off. Liquid 30 ml,Rs. 150.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834907/hamdard_dawaul_hamdard_jawahar_khas_60_gm_0.jpg,Hamdard Dawaul Hamdard Jawahar Khas 60 gm,Rs. 165.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900437/similia_trituration_ammonium_benz_6x_tablet_450_gm_0_0.jpg,Similia Trituration Ammonium Benz 6X Tablet 450 gm,Rs. 645.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834900/hamdard_habbe_azaraqi_100_s_0.jpg,Hamdard Habbe Azaraqi 100's,Rs. 26.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900436/similia_trituration_ammonium_benz_6x_tablet_25_gm_0_0.jpg,Similia Trituration Ammonium Benz 6X Tablet 25 gm,Rs. 125.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900439/similia_trituration_antipyrin_3x_tablet_450_gm_0_0.jpg,Similia Trituration Antipyrin 3X Tablet 450 gm,Rs. 750.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900438/similia_trituration_antipyrin_3x_tablet_25_gm_0_0.jpg,Similia Trituration Antipyrin 3X Tablet 25 gm,Rs. 140.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834903/hamdard_habbe_asgand_50_s_0.jpg,Hamdard Habbe Asgand 50's,Rs. 49.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900433/similia_trituration_aurum_mur_6x_tablet_450_gm_0_0.jpg,Similia Trituration Aurum Mur 6X Tablet 450 gm,"Rs. 1,275.00",Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900432/similia_trituration_aurum_mur_6x_tablet_25_gm_0_0.jpg,Similia Trituration Aurum Mur 6X Tablet 25 gm,Rs. 230.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834897/hamdard_habbe_halteet_100_s_0.jpg,Hamdard Habbe Halteet 100's,Rs. 90.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900435/similia_trituration_ammonium_benz_3x_tablet_450_gm_0_0.jpg,Similia Trituration Ammonium Benz 3X Tablet 450 gm,Rs. 645.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834898/hamdard_habbe_bawaseer_khooni_50_s_0.jpg,Hamdard Habbe Bawaseer Khooni 50's,Rs. 49.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900434/similia_trituration_ammonium_benz_3x_tablet_25_gm_0_0.jpg,Similia Trituration Ammonium Benz 3X Tablet 25 gm,Rs. 125.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834899/hamdard_habbe_bawaseer_badi_50_s_0.jpg,Hamdard Habbe Bawaseer Badi 50's,Rs. 47.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900461/similia_mother_tincture_aloe_socotrina_liquid_30_ml_0_0.jpg,Similia Mother Tincture Aloe Socotrina Liquid 30 ml,Rs. 100.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834924/hamdard_rogan_surkh_25_ml_0.jpg,Hamdard Rogan Surkh 25 ml,Rs. 25.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900460/similia_mother_tincture_allium_sat_liquid_30_ml_0_0.jpg,Similia Mother Tincture Allium Sat Liquid 30 ml,Rs. 90.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834925/hamdard_aujai_capsules_60_s_0.jpg,Hamdard Aujai Capsules 60's,Rs. 90.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900462/similia_mother_tincture_amloki_liquid_30_ml_0_0.jpg,Similia Mother Tincture Amloki Liquid 30 ml,Rs. 90.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834927/hamdard_joshina_syrup_200_ml_0.jpg,Hamdard Joshina Syrup 200 ml,Rs. 120.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900457/similia_mother_tincture_actaea_spic_liquid_30_ml_0_0.jpg,Similia Mother Tincture Actaea Spic Liquid 30 ml,Rs. 150.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834920/hamdard_qurs_mulayyan_200_s_0.jpg,Hamdard Qurs Mulayyan 200's,Rs. 441.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900456/similia_mother_tincture_actaea_race_liquid_30_ml_0_0.jpg,Similia Mother Tincture Actaea Race Liquid 30 ml,Rs. 150.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834921/hamdard_rogan_babchi_10_ml_0.jpg,Hamdard Rogan Babchi 10 ml,Rs. 32.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900459/similia_mother_tincture_alfalfa_liquid_30_ml_0_0.jpg,Similia Mother Tincture Alfalfa Liquid 30 ml,Rs. 90.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834922/hamdard_hamdogen_capsules_50_s_0.jpg,Hamdard Hamdogen Capsules 50's,Rs. 275.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900458/similia_mother_tincture_aesculus_hipp_liquid_30_ml_0_0.jpg,Similia Mother Tincture Aesculus Hipp Liquid 30 ml,Rs. 100.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834923/hamdard_rogan_surkh_50_ml_0.jpg,Hamdard Rogan Surkh 50 ml,Rs. 39.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900453/similia_mother_tincture_acid_benz_liquid_30_ml_0_0.jpg,Similia Mother Tincture Acid Benz Liquid 30 ml,Rs. 100.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900452/similia_mother_tincture_acid_nitricum_liquid_30_ml_0_0.jpg,Similia Mother Tincture Acid Nitricum Liquid 30 ml,Rs. 75.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834917/hamdard_asraufin_50_s_0.jpg,Hamdard Asraufin 50's,Rs. 47.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900455/similia_mother_tincture_aconite_n_liquid_30_ml_0_0.jpg,Similia Mother Tincture Aconite N Liquid 30 ml,Rs. 100.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834918/hamdard_asabole_capsules_50_s_0.jpg,Hamdard Asabole Capsules 50's,Rs. 81.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900454/similia_mother_tincture_acidum_phos_liquid_30_ml_0_0.jpg,Similia Mother Tincture Acidum Phos Liquid 30 ml,Rs. 90.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834919/hamdard_arusak_50_gm_0.jpg,Hamdard Arusak 50 gm,Rs. 53.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900449/similia_trituration_thyroidinum_3x_tablet_450_gm_0_0.jpg,Similia Trituration Thyroidinum 3X Tablet 450 gm,Rs. 815.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900451/similia_trituration_thyroidinum_6x_tablet_450_gm_0_0.jpg,Similia Trituration Thyroidinum 6X Tablet 450 gm,Rs. 815.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900450/similia_trituration_thyroidinum_6x_tablet_25_gm_0_0.jpg,Similia Trituration Thyroidinum 6X Tablet 25 gm,Rs. 170.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900477/similia_dilution_sabina_1m_liquid_30_ml_0_0.jpg,Similia Dilution Sabina 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900476/similia_dilution_sabadilla_1m_liquid_30_ml_0_0.jpg,Similia Dilution Sabadilla 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900479/similia_dilution_sanguinaria_can_1m_liquid_30_ml_0_0.jpg,Similia Dilution Sanguinaria Can 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900478/similia_dilution_sambucus_nig_1m_liquid_30_ml_0_0.jpg,Similia Dilution Sambucus Nig 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900473/similia_dilution_rhus_tox_1m_liquid_30_ml_0_0.jpg,Similia Dilution Rhus Tox 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900472/similia_dilution_pulsatilla_nig_1m_liquid_30_ml_0_0.jpg,Similia Dilution Pulsatilla Nig. 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900475/similia_dilution_ruta_g_1m_liquid_30_ml_0_0.jpg,Similia Dilution Ruta G 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900474/similia_dilution_rumex_c_1m_liquid_30_ml_0_0.jpg,Similia Dilution Rumex C. 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900469/similia_dilution_phosphorus_1m_liquid_30_ml_0_0.jpg,Similia Dilution Phosphorus 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900468/similia_dilution_nux_vomica_1m_liquid_30_ml_0_0.jpg,Similia Dilution Nux Vomica 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900471/similia_dilution_podophyllum_p_1m_liquid_30_ml_0_0.jpg,Similia Dilution Podophyllum P. 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900470/similia_dilution_phytolacca_d_1m_liquid_30_ml_0_0.jpg,Similia Dilution Phytolacca D 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900465/similia_dilution_kreosotum_1m_liquid_30_ml_0_0.jpg,Similia Dilution Kreosotum 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Hamdard Laboratories India Pvt Ltd,https://www.netmeds.com/images/product-v1/150x150/834928/hamdard_joshina_syrup_100_ml_0.jpg,Hamdard Joshina Syrup 100 ml,Rs. 70.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900464/similia_dilution_kalmia_l_1m_liquid_30_ml_0_0.jpg,Similia Dilution Kalmia L. 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900467/similia_dilution_lycopodium_1m_liquid_30_ml_0_0.jpg,Similia Dilution Lycopodium 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900495/similia_dilution_absinthum_10m_liquid_30_ml_0_0.jpg,Similia Dilution Absinthum 10M Liquid 30 ml,Rs. 190.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900494/similia_dilution_abrotanum_10m_liquid_30_ml_0_0.jpg,Similia Dilution Abrotanum 10M Liquid 30 ml,Rs. 190.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900489/similia_dilution_sulphur_1m_liquid_30_ml_0_0.jpg,Similia Dilution Sulphur 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900488/similia_dilution_spongia_tosta_1m_liquid_30_ml_0_0.jpg,Similia Dilution Spongia Tosta 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900491/similia_dilution_abies_can_10m_liquid_30_ml_0_0.jpg,Similia Dilution Abies Can. 10M Liquid 30 ml,Rs. 190.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900490/similia_dilution_thuja_1m_liquid_30_ml_0_0.jpg,Similia Dilution Thuja 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900485/similia_mother_tincture_senna_liquid_30_ml_0_0.jpg,Similia Mother Tincture Senna Liquid 30 ml,Rs. 100.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900484/similia_mother_tincture_sambucus_nig_liquid_30_ml_0_0.jpg,Similia Mother Tincture Sambucus Nig Liquid 30 ml,Rs. 160.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900487/similia_mother_tincture_spirulina_liquid_30_ml_0_0.jpg,Similia Mother Tincture Spirulina Liquid 30 ml,Rs. 160.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900486/similia_mother_tincture_spigelia_m_liquid_30_ml_0_0.jpg,Similia Mother Tincture Spigelia M. Liquid 30 ml,Rs. 160.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900481/similia_dilution_spigelia_m_1m_liquid_30_ml_0_0.jpg,Similia Dilution Spigelia M. 1M Liquid 30 ml,Rs. 105.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900480/similia_dilution_rumex_c_30_liquid_30_ml_0_0.jpg,Similia Dilution Rumex C. 30 Liquid 30 ml,Rs. 85.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900483/similia_mother_tincture_arjuna_liquid_30_ml_0_0.jpg,Similia Mother Tincture Arjuna Liquid 30 ml,Rs. 100.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900482/similia_trituration_aurum_mur_nat_6x_tablet_25_gm_0_0.jpg,Similia Trituration Aurum Mur Nat 6X Tablet 25 gm,Rs. 230.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900509/similia_mother_tincture_belladona_liquid_30_ml_0_0.jpg,Similia Mother Tincture Belladona Liquid 30 ml,Rs. 100.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900508/similia_mother_tincture_baptisia_liquid_30_ml_0_0.jpg,Similia Mother Tincture Baptisia Liquid 30 ml,Rs. 170.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900511/similia_mother_tincture_berberis_vulg_liquid_30_ml_0_0.jpg,Similia Mother Tincture Berberis Vulg Liquid 30 ml,Rs. 90.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900510/similia_mother_tincture_bellis_perennis_liquid_30_ml_0_0.jpg,Similia Mother Tincture Bellis Perennis Liquid 30 ml,Rs. 135.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900506/similia_mother_tincture_asafoetida_liquid_30_ml_0_0.jpg,Similia Mother Tincture Asafoetida Liquid 30 ml,Rs. 150.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900501/similia_dilution_arnica_montana_10m_liquid_30_ml_0_0.jpg,Similia Dilution Arnica Montana 10M Liquid 30 ml,Rs. 190.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900500/similia_dilution_anacardium_ori_10m_liquid_30_ml_0_0.jpg,Similia Dilution Anacardium Ori. 10M Liquid 30 ml,Rs. 190.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900503/similia_dilution_belladonna_10m_liquid_30_ml_0_0.jpg,Similia Dilution Belladonna 10M Liquid 30 ml,Rs. 190.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900502/similia_dilution_arsenicum_album_10m_liquid_30_ml_0_0.jpg,Similia Dilution Arsenicum Album 10M Liquid 30 ml,Rs. 190.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900497/similia_dilution_acidum_phos_10m_liquid_30_ml_0_0.jpg,Similia Dilution Acidum Phos 10M Liquid 30 ml,Rs. 190.00,Ayush
Mfr: Similia Homoeo Laboratory,https://www.netmeds.com/images/product-v1/150x150/900496/similia_dilution_acalypha_indica_10m_liquid_30_ml_0_0.jpg,Similia Dilution Acalypha Indica 10M Liquid 30 ml,Rs. 190.00,Ayush
