discount_percent,discount_price,displayPackageQuantity,displayPackageUnit,displayProductName,genericMedicineType,id,image,isAvailable,manufacture,manufactureUrl,name,page_query,price,quantity,sale_price,type
5,133,60,Tablets,Liv 52 DS,tablet,LIV52TN01A,https://cdn.medlife.com/productImages/LIV52TN01A/LIV52TN01A-1.jpg?id=2020-05-20T13:01:08.397000+00:00,ADD,Himalaya Drug Company,https://www.medlife.com/himalaya/brand/TG00004A,Liv 52 DS  60 Tablets,https://www.medlife.com/himalaya-liv-52-ds-60-tablets/otc/LIV52TN01A,140,60,133,Ayurveda
30,349.3,30,Tablets,Multivitamin,tablet,MULTITB03A,https://cdn.medlife.com/productImages/MULTITB03A/600x600 (1).jpg?id=2020-07-11T10:31:36.780000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Multivitamin  30 Tablets,https://www.medlife.com/medlife-essentials-multivitamin-30-tablets/otc/MULTITB03A,499,30,349.3,Ayurveda
20,399.2,60,Tablets,Calcium,tablet,CALCITB05A,https://cdn.medlife.com/productImages/CALCITB05A/CALCITB05A-1.jpg?id=2020-07-11T10:31:36.354000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Calcium  60 Tablets,https://www.medlife.com/medlife-essentials-calcium-60-tablets/otc/CALCITB05A,499,60,399.2,Ayurveda
10,310.5,30,Tablets,H Woman For Daily Health,tablet,REVITCB02A,https://cdn.medlife.com/productImages/REVITCB02A/REVITCB02A-1.jpg?id=2020-07-15T10:18:14.296000+00:00,ADD,Sun Pharmaceutical Industries Ltd,https://www.medlife.com/revital/brand/TG00201A,H Woman For Daily Health  30 Tablets,https://www.medlife.com/revital-h-woman-for-daily-health-30-tablets/otc/REVITCB02A,345,30,310.5,Ayurveda
30,419.37,30,Tablets,Moringa,tablet,MEDLITB09A,https://cdn.medlife.com/productImages/MEDLITB09A/MEDLITB09A.jpg?id=2020-07-11T10:31:36.734000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Moringa  30 Tablets,https://www.medlife.com/medlife-essentials-moringa-30-tablets/otc/MEDLITB09A,599.1,30,419.37,Ayurveda
10,495,60,Capsules,H Daily Health Supplement,tablet,REVITCB01A,https://cdn.medlife.com/productImages/REVITCB01A/REVITCB01A.jpg?id=2020-07-15T10:18:14.145000+00:00,ADD,Sun Pharmaceutical Industries Ltd,https://www.medlife.com/revital/brand/TG00201A,H Daily Health Supplement  60 Capsules,https://www.medlife.com/revital-h-daily-health-supplement-60-capsules/otc/REVITCB01A,550,60,495,Ayurveda
10,270,30,Capsules,H Daily Health Supplement,tablet,REVITCB03A,https://cdn.medlife.com/productImages/REVITCB03A/REVITCB03A.jpg?id=2020-07-15T10:18:13.687000+00:00,ADD,Sun Pharmaceutical Industries Ltd,https://www.medlife.com/revital/brand/TG00201A,H Daily Health Supplement  30 Capsules,https://www.medlife.com/revital-h-daily-health-supplement-30-capsules/otc/REVITCB03A,300,30,270,Ayurveda
30,699.3,60,Tablets,Diabetasafe,tablet,DIABETS05A,https://cdn.medlife.com/productImages/DIABETS05A/Thumbnail/DIABETS05A-thumbnail.jpg?id=2020-07-11T10:31:36.499000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Diabetasafe  60 Tablets,https://www.medlife.com/medlife-essentials-diabetasafe-60-tablets/otc/DIABETS05A,999,60,699.3,Ayurveda
0,162.7,30,Tablets,Plus,tablet,OSTOCTB04A,https://cdn.medlife.com/productImages/OSTOCTB04A/OSTOCTB04A-1.jpg?id=2020-05-12T11:28:52.981000+00:00,ADD,Glaxosmithkline Pharmaceuticals Ltd.,https://www.medlife.com/ostocalcium/brand/TG00178A,Plus  30 Tablets,https://www.medlife.com/ostocalcium-plus-30-tablets/otc/OSTOCTB04A,162.7,30,162.7,Ayurveda
30,419.3,30,Tablets,Neem,tablet,MEDLITB08A,https://cdn.medlife.com/productImages/MEDLITB08A/MEDLITB08A (1).jpg?id=2020-07-11T10:31:36.879000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Neem  30 Tablets,https://www.medlife.com/medlife-essentials-neem-30-tablets/otc/MEDLITB08A,599,30,419.3,Ayurveda
5,133,60,Tablets,Septilin,tablet,SEPTITN12A,https://cdn.medlife.com/productImages/SEPTITN12A/SEPTITN12A.jpg?id=2020-07-09T13:05:31.949000+00:00,ADD,Himalaya Drug Company,https://www.medlife.com/himalaya/brand/TG00004A,Septilin  60 Tablets,https://www.medlife.com/himalaya-septilin-60-tablets/otc/SEPTITN12A,140,60,133,Ayurveda
45,1648.35,180,Tablets,Diabetasafe (Pack of 3) - ,tablet,DIABETB02A,https://cdn.medlife.com/productImages/DIABETB02A/DIABETB02A.jpg?id=2020-05-08T05:22:54.363000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Diabetasafe (Pack of 3) -   180 Tablets,https://www.medlife.com/medlife-essentials-diabetasafe-pack-of-3-3-60-tablets/otc/DIABETB02A,2997,180,1648.35,Ayurveda
5,123.5,60,Tablets,Confido,tablet,CONFITN01A,https://cdn.medlife.com/productImages/CONFITN01A/CONFITN01A-1.jpg?id=2020-07-15T10:29:40.448000+00:00,ADD,Himalaya Drug Company,https://www.medlife.com/himalaya/brand/TG00004A,Confido  60 Tablets,https://www.medlife.com/himalaya-confido-60-tablets/otc/CONFITN01A,130,60,123.5,Ayurveda
30,699.3,30,Capsules,Shilajeet,tablet,MEDLICB02A,https://cdn.medlife.com/productImages/MEDLICB02A/IMG14218.jpg?id=2020-07-11T10:31:37.005000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Shilajeet  30 Capsules,https://www.medlife.com/medlife-essentials-shilajeet-30-capsules/otc/MEDLICB02A,999,30,699.3,Ayurveda
5,118.75,60,Tablets,Pilex,tablet,PILEXTN01A,https://cdn.medlife.com/productImages/PILEXTN01A/PILEXTN01A-1.jpg?id=2020-05-12T06:05:52.215000+00:00,ADD,Himalaya Drug Company,https://www.medlife.com/himalaya/brand/TG00004A,Pilex  60 Tablets,https://www.medlife.com/himalaya-pilex-60-tablets/otc/PILEXTN01A,125,60,118.75,Ayurveda
45,988.51,90,Tablets,Moringa (Pack of 3),tablet,MORINTB01A,https://cdn.medlife.com/productImages/MORINTB01A/MORINTB01A.jpg?id=2020-05-08T05:23:20.884000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Moringa (Pack of 3)  90 Tablets,https://www.medlife.com/medlife-essentials-moringa-pack-of-3-3-30-tablets/otc/MORINTB01A,1797.3,90,988.51,Ayurveda
40,898.2,90,Tablets,Multivitamin (Pack of 3) - ,tablet,MULTITB04A,https://cdn.medlife.com/productImages/MULTITB04A/MULTITB04A.jpg?id=2020-05-12T11:28:53.152000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Multivitamin (Pack of 3) -   90 Tablets,https://www.medlife.com/medlife-essentials-multivitamin-pack-of-3-3-30-tablets/otc/MULTITB04A,1497,90,898.2,Ayurveda
25,749.25,60,Capsules,Cardiafort,tablet,CARDICB01A,https://cdn.medlife.com/productImages/CARDICB01A/CARDICB01A (1).jpg?id=2020-07-11T10:31:36.439000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Cardiafort  60 Capsules,https://www.medlife.com/medlife-essentials-cardiafort-60-capsules/otc/CARDICB01A,999,60,749.25,Ayurveda
15,425,30,Capsules,Herbo 24 Turbo,tablet,DRVAICB03A,https://cdn.medlife.com/productImages/DRVAICB03A/DRVAICB03A-1.jpg?id=2020-07-13T08:43:51.698000+00:00,ADD,Herbolab India Pvt Ltd,https://www.medlife.com/dr-vaidyas/brand/TG00023A,Herbo 24 Turbo  30 Capsules,https://www.medlife.com/dr-vaidyas-herbo-24-turbo-30-capsules/otc/DRVAICB03A,500,30,425,Ayurveda
25,749.25,60,Tablets,Arthprotect,tablet,ARTHPTB01A,https://cdn.medlife.com/productImages/ARTHPTB01A/ARTHPTB01A (1).jpg?id=2020-07-11T10:31:36.297000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Arthprotect  60 Tablets,https://www.medlife.com/medlife-essentials-arthprotect-60-tablets/otc/ARTHPTB01A,999,60,749.25,Ayurveda
5,78.85,60,gm,Ashwagandha ,unit,DABURPB14A,https://cdn.medlife.com/productImages/DABURPB14A/DABURPB14A.jpg?id=2020-05-08T05:20:32.277000+00:00,ADD,Dabur India Ltd.,https://www.medlife.com/dabur/brand/TG00012A,Ashwagandha  Churna 60 gm,https://www.medlife.com/dabur-ashwagandha-churna-60-gm/otc/DABURPB14A,83,60,78.85,Ayurveda
5,142.5,60,Tablets,Kapikachhu Men's Wellness,tablet,KAPIKTB01A,https://cdn.medlife.com/productImages/KAPIKTB01A/KAPIKTB01A.jpg?id=2020-06-01T05:22:04.124000+00:00,ADD,Himalaya Drug Company,https://www.medlife.com/himalaya/brand/TG00004A,Kapikachhu Men's Wellness  60 Tablets,https://www.medlife.com/himalaya-kapikachhu-mens-wellness-60-tablets/otc/KAPIKTB01A,150,60,142.5,Ayurveda
50,1797.01,180,Tablets,Tulsi (Pack of 6) - ,tablet,TULSITB03A,https://cdn.medlife.com/productImages/TULSITB03A/TULSITB03A.jpg?id=2020-03-12T07:40:02.383000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Tulsi (Pack of 6) -   180 Tablets,https://www.medlife.com/medlife-essentials-tulsi-pack-of-6-6-30-tablets/otc/TULSITB03A,3594.01,180,1797.01,Ayurveda
5,498.75,1,Kg,Ojasvita Delicious Chocolate,unit,SRISRPJ01A,https://cdn.medlife.com/productImages/SRISRPJ01A/SRISRPJ01A.jpg?id=2020-05-04T08:31:55.460000+00:00,ADD,Sriveda Sattva Pvt Ltd,https://www.medlife.com/sri-sri-tattva/brand/TG00010A,Ojasvita Delicious Chocolate Jar 1 Kg,https://www.medlife.com/sri-sri-tattva-ojasvita-delicious-chocolate-jar-1-kg/otc/SRISRPJ01A,525,1000,498.75,Ayurveda
5,133,200,ml,Mentat,liquid,MENTASN01A,https://cdn.medlife.com/productImages/MENTASN01A/MENTASN01A.jpg?id=2020-04-13T06:57:38.041000+00:00,ADD,Himalaya Drug Company,https://www.medlife.com/himalaya/brand/TG00004A,Mentat Syrup 200 ml,https://www.medlife.com/himalaya-mentat-syrup-200-ml/otc/MENTASN01A,140,200,133,Ayurveda
5,213.75,60,Capsules,LKC,tablet,ORGANCB09A,https://cdn.medlife.com/productImages/ORGANCB09A/ORGANCB09A-1.jpg?id=2020-05-08T05:21:11.202000+00:00,ADD,Organic India Private Limited,https://www.medlife.com/organic-india/brand/TG00007A,LKC  60 Capsules,https://www.medlife.com/organic-india-lkc-60-capsules/otc/ORGANCB09A,225,60,213.75,Ayurveda
30,419.3,30,Tablets,Ashwagandha,tablet,MEDLITB03A,https://cdn.medlife.com/productImages/MEDLITB03A/MEDLITB03A.jpg?id=2020-07-10T07:02:21.287000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Ashwagandha  30 Tablets,https://www.medlife.com/medlife-essentials-ashwagandha-30-tablets/otc/MEDLITB03A,599,30,419.3,Ayurveda
5,99.75,60,Tablets,Mentat,tablet,MENTATB01A,https://cdn.medlife.com/productImages/MENTATB01A/MENTATB01A.jpg?id=2020-07-07T16:45:28.715000+00:00,ADD,Himalaya Drug Company,https://www.medlife.com/himalaya/brand/TG00004A,Mentat  60 Tablets,https://www.medlife.com/himalaya-mentat-60-tablets/otc/MENTATB01A,105,60,99.75,Ayurveda
5,118.75,100,ml,Liv 52 DS,liquid,LIV52SN01A,https://cdn.medlife.com/productImages/LIV52SN01A/LIV52SN01A.jpg?id=2020-05-08T05:20:57.084000+00:00,ADD,Himalaya Drug Company,https://www.medlife.com/himalaya/brand/TG00004A,Liv 52 DS Syrup 100 ml,https://www.medlife.com/himalaya-liv-52-ds-syrup-100-ml/otc/LIV52SN01A,125,100,118.75,Ayurveda
50,2997,360,Tablets,Diabetasafe (Pack of 6) - ,tablet,DIABETB03A,https://cdn.medlife.com/productImages/DIABETB03A/DIABETB03A.jpg?id=2020-05-08T05:22:54.392000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Diabetasafe (Pack of 6) -   360 Tablets,https://www.medlife.com/medlife-essentials-diabetasafe-pack-of-6-6-60-tablets/otc/DIABETB03A,5994,360,2997,Ayurveda
30,349.3,30,Tablets,Digesense-D,tablet,DIGESTB01A,https://cdn.medlife.com/productImages/DIGESTB01A/DIGESTB03A.jpg?id=2020-07-10T07:02:20.798000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Digesense-D  30 Tablets,https://www.medlife.com/medlife-essentials-digesense-d-30-tablets/otc/DIGESTB01A,499,30,349.3,Ayurveda
45,988.35,90,Tablets,Neem (Pack of 3) - ,tablet,NEEMPTB01A,https://cdn.medlife.com/productImages/NEEMPTB01A/NEEMPTB01A.jpg?id=2020-05-08T05:23:21.301000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Neem (Pack of 3) -   90 Tablets,https://www.medlife.com/medlife-essentials-neem-pack-of-3-3-30-tablets/otc/NEEMPTB01A,1797,90,988.35,Ayurveda
45,1648.35,180,Capsules,Cardiafort (Pack of 3) - ,tablet,CARDITB02A,https://cdn.medlife.com/productImages/CARDITB02A/CARDITB02A.jpg?id=2020-03-03T08:15:35.593000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Cardiafort (Pack of 3) -   180 Capsules,https://www.medlife.com/medlife-essentials-cardiafort-pack-of-3-3-60-capsules/otc/CARDITB02A,2997,180,1648.35,Ayurveda
25,449.25,60,Tablets,Memostrong,tablet,MEMOSTB01A,https://cdn.medlife.com/productImages/MEMOSTB01A/MEMOSTB01A (2).jpg?id=2020-07-10T07:02:20.203000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Memostrong  60 Tablets,https://www.medlife.com/medlife-essentials-memostrong-60-tablets/otc/MEMOSTB01A,599,60,449.25,Ayurveda
30,699.3,60,Capsules,Garcinia,tablet,MEDLICB01A,https://cdn.medlife.com/productImages/MEDLICB01A/MEDLICB01A.jpg?id=2020-07-10T07:02:21.557000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Garcinia  60 Capsules,https://www.medlife.com/medlife-essentials-garcinia-60-capsules/otc/MEDLICB01A,999,60,699.3,Ayurveda
45,1646.71,360,Tablets,Calcium (Pack of 6) - ,tablet,CALCITB07A,https://cdn.medlife.com/productImages/CALCITB07A/CALCITB07A.jpg?id=2020-05-12T11:28:52.805000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Calcium (Pack of 6) -   360 Tablets,https://www.medlife.com/medlife-essentials-calcium-pack-of-6-6-60-tablets/otc/CALCITB07A,2994.01,360,1646.71,Ayurveda
30,699.3,100,Tablets,Hepa Preserve,tablet,HEPAPTB01A,https://cdn.medlife.com/productImages/HEPAPTB01A/HEPAPTB01A.jpg?id=2020-07-11T10:31:36.641000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Hepa Preserve  100 Tablets,https://www.medlife.com/medlife-essentials-hepa-preserve-100-tablets/otc/HEPAPTB01A,999,100,699.3,Ayurveda
45,988.35,90,Tablets,Arjuna (Pack of 3) - ,tablet,ARJUNTB01A,https://cdn.medlife.com/productImages/ARJUNTB01A/MEDLITB02A.jpg?id=2020-03-03T06:49:41.564000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Arjuna (Pack of 3) -   90 Tablets,https://www.medlife.com/medlife-essentials-arjuna-pack-of-3-3-30-tablets/otc/ARJUNTB01A,1797,90,988.35,Ayurveda
5,131.1,50,gm,Dhatu Paushtik ,unit,BAIDYPB07A,https://cdn.medlife.com/productImages/BAIDYPB07A/BAIDYPB07A.jpg?id=2020-05-08T05:22:44.672000+00:00,ADD,Shree Baidyanath Ayurved Bhavan,https://www.medlife.com/baidyanath/brand/TG00003A,Dhatu Paushtik  Churn 50 gm,https://www.medlife.com/baidyanath-dhatu-paushtik-churn-50-gm/otc/BAIDYPB07A,138,50,131.1,Ayurveda
30,699.3,60,Tablets,Pylopath,tablet,PYLOPTB01A,https://cdn.medlife.com/productImages/PYLOPTB01A/PYLOPTB01A.jpg?id=2020-07-10T07:02:20.963000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Pylopath  60 Tablets,https://www.medlife.com/medlife-essentials-pylopath-60-tablets/otc/PYLOPTB01A,999,60,699.3,Ayurveda
5,118.75,60,Tablets,Cystone,tablet,CYSTOTN03A,https://cdn.medlife.com/productImages/CYSTOTN03A/CYSTOTN03A.jpg?id=2020-07-15T10:36:46.921000+00:00,ADD,Himalaya Drug Company,https://www.medlife.com/himalaya/brand/TG00004A,Cystone  60 Tablets,https://www.medlife.com/himalaya-cystone-60-tablets/otc/CYSTOTN03A,125,60,118.75,Ayurveda
30,419.3,30,Tablets,Brahmi ,tablet,MEDLITB04A,https://cdn.medlife.com/productImages/MEDLITB04A/MEDLITB04A.jpg?id=2020-07-10T07:02:20.658000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Brahmi   30 Tablets,https://www.medlife.com/medlife-essentials-brahmi-30-tablets/otc/MEDLITB04A,599,30,419.3,Ayurveda
45,823.35,90,Tablets,Digesense-D (Pack of 3) - ,tablet,DIGESTB02A,https://cdn.medlife.com/productImages/DIGESTB02A/DIGESTB02A.jpg?id=2020-05-08T05:20:42.570000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Digesense-D (Pack of 3) -   90 Tablets,https://www.medlife.com/medlife-essentials-digesense-d-pack-of-3-3-30-tablets/otc/DIGESTB02A,1497,90,823.35,Ayurveda
45,988.35,90,Tablets,Brahmi (Pack of 3),tablet,BRAHMTB04A,https://cdn.medlife.com/productImages/BRAHMTB04A/MEDLITB04A (4).jpg?id=2020-03-03T07:58:00.388000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Brahmi (Pack of 3)  90 Tablets,https://www.medlife.com/medlife-essentials-brahmi-pack-of-3-3-30-tablets/otc/BRAHMTB04A,1797,90,988.35,Ayurveda
40,599.4,60,Tablets,Snooze,tablet,SNOOZTB01A,https://cdn.medlife.com/productImages/SNOOZTB01A/Snooze-1.jpg?id=2020-05-08T05:21:24.863000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Snooze  60 Tablets,https://www.medlife.com/medlife-essentials-snooze-60-tablets/otc/SNOOZTB01A,999,60,599.4,Ayurveda
5,66.5,100,ml,Koflet Linctus,liquid,KOFLESN01A,https://cdn.medlife.com/productImages/KOFLESN01A/KOFLESN01A.jpg?id=2020-06-26T10:28:43.503000+00:00,ADD,Himalaya Drug Company,https://www.medlife.com/himalaya/brand/TG00004A,Koflet Linctus Syrup 100 ml,https://www.medlife.com/himalaya-koflet-linctus-syrup-100-ml/otc/KOFLESN01A,70,100,66.5,Ayurveda
5,123.5,60,Tablets,Bresol,tablet,BRESOTN01A,https://cdn.medlife.com/productImages/BRESOTN01A/BRESOTN01A.jpg?id=2020-07-07T16:45:29.146000+00:00,ADD,Himalaya Drug Company,https://www.medlife.com/himalaya/brand/TG00004A,Bresol  60 Tablets,https://www.medlife.com/himalaya-bresol-60-tablets/otc/BRESOTN01A,130,60,123.5,Ayurveda
40,898.56,180,Tablets,Grape Seed Extract (Pack of 3) - ,tablet,GRAPETB02A,https://cdn.medlife.com/productImages/GRAPETB02A/GRAPETB02A.jpg?id=2020-03-06T10:07:20.772000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Grape Seed Extract (Pack of 3) -   180 Tablets,https://www.medlife.com/medlife-essentials-grape-seed-extract-pack-of-3-3-60-tablets/otc/GRAPETB02A,1497.6,180,898.56,Ayurveda
5,33.25,100,gm,Sandal,unit,SRISRSS09A,https://cdn.medlife.com/productImages/SRISRSS09A/SRISRSS09A.jpg?id=2020-05-12T05:41:17.491000+00:00,ADD,Sriveda Sattva Pvt Ltd,https://www.medlife.com/sri-sri-tattva/brand/TG00010A,Sandal Soap 100 gm,https://www.medlife.com/sri-sri-tattva-sandal-soap-100-gm/otc/SRISRSS09A,35,100,33.25,Ayurveda
5,144.4,60,Tablets,Manjishtha,tablet,MANJICN01A,https://cdn.medlife.com/productImages/MANJICN01A/MANJICN01A.jpg?id=2020-05-08T05:23:08.331000+00:00,ADD,Himalaya Drug Company,https://www.medlife.com/himalaya/brand/TG00004A,Manjishtha  60 Tablets,https://www.medlife.com/himalaya-manjishtha-60-tablets/otc/MANJICN01A,152,60,144.4,Ayurveda
45,988.35,180,Veg Capsules,Flaxseed Oil (Pack Of 3) - ,tablet,FLAXSTB01A,https://cdn.medlife.com/productImages/FLAXSTB01A/FLAXSTB01A.jpg?id=2020-05-12T11:28:54.405000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Flaxseed Oil (Pack Of 3) -   180 Veg Capsules,https://www.medlife.com/medlife-essentials-flaxseed-oil-pack-of-6-3-30-capsules/otc/FLAXSTB01A,1797,180,988.35,Ayurveda
5,185.25,120,Tablets,Medohar Guggulu,tablet,BAIDYTB66A,https://cdn.medlife.com/productImages/BAIDYTB66A/BAIDYTB66A.jpg?id=2020-04-08T08:49:14.414000+00:00,ADD,Shree Baidyanath Ayurved Bhavan,https://www.medlife.com/baidyanath/brand/TG00003A,Medohar Guggulu  120 Tablets,https://www.medlife.com/baidyanath-medohar-guggulu-120-tablets/otc/BAIDYTB66A,195,120,185.25,Ayurveda
45,1648.35,180,Tablets,Snooze (Pack of 3) - ,tablet,SNOOZTB02A,https://cdn.medlife.com/productImages/SNOOZTB02A/SNOOZTB02A.jpg?id=2020-05-08T05:23:30.651000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Snooze (Pack of 3) -   180 Tablets,https://www.medlife.com/medlife-essentials-snooze-pack-of-3-3-60-tablets/otc/SNOOZTB02A,2997,180,1648.35,Ayurveda
30,699.3,60,Tablets,Sto-Nab,tablet,STONATB01A,https://cdn.medlife.com/productImages/STONATB01A/STONATB01A.jpg?id=2020-07-10T07:02:21.145000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Sto-Nab  60 Tablets,https://www.medlife.com/medlife-essentials-sto-nab-60-tablets/otc/STONATB01A,999,60,699.3,Ayurveda
30,559.3,60,Tablets,Oxyclinch,tablet,OXYCLTB01A,https://cdn.medlife.com/productImages/OXYCLTB01A/OXYCLTB01A.jpg?id=2020-07-10T07:02:21.592000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Oxyclinch  60 Tablets,https://www.medlife.com/medlife-essentials-oxyclinch-60-tablets/otc/OXYCLTB01A,799,60,559.3,Ayurveda
0,115,100,Capsules,Garlic Pearls,tablet,GARLICN01A,https://cdn.medlife.com/productImages/GARLICN01A/GARLICN01A-1.jpg?id=2020-07-15T10:18:14.452000+00:00,ADD,Sun Pharmaceutical Industries Ltd,https://www.medlife.com/sun-pharma/brand/TG00037A,Garlic Pearls  100 Capsules,https://www.medlife.com/sun-pharma-garlic-pearls-100-capsules/otc/GARLICN01A,115,100,115,Ayurveda
30,419.3,30,Tablets,Tulsi,tablet,TULSITB01A,https://cdn.medlife.com/productImages/TULSITB01A/TULSITB01A.jpg?id=2020-07-10T07:02:21.737000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Tulsi  30 Tablets,https://www.medlife.com/medlife-essentials-tulsi-30-tablets/otc/TULSITB01A,599,30,419.3,Ayurveda
50,2997,360,Tablets,Diabetasafe Plus (Pack of 6) - ,tablet,DIABETB10A,https://cdn.medlife.com/productImages/DIABETB10A/DIABETB08A.jpg?id=2020-05-08T05:22:54.630000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Diabetasafe Plus (Pack of 6) -   360 Tablets,https://www.medlife.com/medlife-essentials-diabetasafe-plus-pack-of-6-6-60-tablets/otc/DIABETB10A,5994,360,2997,Ayurveda
45,1648.35,180,Tablets,Arthprotect (Pack of 3) - ,tablet,ARTHPTB04A,https://cdn.medlife.com/productImages/ARTHPTB04A/ARTHPTB04A.jpg?id=2020-05-08T05:22:42.481000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Arthprotect (Pack of 3) -   180 Tablets,https://www.medlife.com/medlife-essentials-arthprotect-pack-of-3-3-60-tablets/otc/ARTHPTB04A,2997,180,1648.35,Ayurveda
40,359.4,30,Veg Capsules,Flaxseed Oil,tablet,FLAXSCB03A,https://cdn.medlife.com/productImages/FLAXSCB03A/FLAXSCB03A.jpg?id=2020-06-01T05:22:13.541000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Flaxseed Oil  30 Veg Capsules,https://www.medlife.com/medlife-essentials-flaxseed-oil-30-capsules/otc/FLAXSCB03A,599,30,359.4,Ayurveda
30,419.3,30,Tablets,Arjuna,tablet,MEDLITB02A,https://cdn.medlife.com/productImages/MEDLITB02A/MEDLITB02A.jpg?id=2020-07-10T07:02:20.649000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Arjuna  30 Tablets,https://www.medlife.com/medlife-essentials-arjuna-30-tablets/otc/MEDLITB02A,599,30,419.3,Ayurveda
5,156.75,60,Tablets,Hadjod Bone & Joint Wellness,tablet,HADJOCN01A,https://cdn.medlife.com/productImages/HADJOCN01A/HADJOCN01A-1.jpg?id=2020-07-15T11:58:47.980000+00:00,ADD,Himalaya Drug Company,https://www.medlife.com/himalaya/brand/TG00004A,Hadjod Bone & Joint Wellness  60 Tablets,https://www.medlife.com/himalaya-hadjod-bone-and-joint-wellness-60-tablets/otc/HADJOCN01A,165,60,156.75,Ayurveda
45,988.35,90,Tablets,Ashwagandha (Pack of 3) - ,tablet,ASHWATB01A,https://cdn.medlife.com/productImages/ASHWATB01A/ASHWATB01A.jpg?id=2020-05-08T05:22:42.621000+00:00,ADD,Medlife Wellness Pvt Ltd,https://www.medlife.com/medlife-essentials/brand/TG00006A,Ashwagandha (Pack of 3) -   90 Tablets,https://www.medlife.com/medlife-essentials-ashwagandha-pack-of-3-3-30-tablets/otc/ASHWATB01A,1797,90,988.35,Ayurveda
